Jahr,Reihenfolge,Reihenfolge nur Strophen,Strophe?,Künstler,Strophentitel,Kwartal,Startzeit,Startzeit (s),Startzeit (m),Dauer (s),Dauer (m),Sprache,Sprache gruppiert,Sprache gruppiert 2,Künstlerische Relevanz,Musikalische Härte,BPM (Start),Tanzbarkeit,Verblödungsfaktor,Nervofantigkeit,Weirdness,Nationalität,Nationalität gruppiert,Kontinent,Baujahr,Baujahr Jahrzehnt,Alter in Jahren,Takt,Vorschlag von?,Biermusik?,Relevanz x Dauer,Härte x Dauer,BPM x Dauer,Tanzbarkeit x Dauer,Verblödungsfaktor x Dauer,Nervofantigkeit x Dauer,Weirdness x Dauer
2023,10,,FALSE,Frederice Wiechel,Gurke Entsaften,,15:51,951,15.85,6,0.10,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,2021,2020er,2,,,,0,0,0,0,0,0,0
2023,11,6,TRUE,Scooter,Friends,,15:57,957,15.95,277,4.62,Englisch,Englisch,Englisch,3,7,,7,4,3,1,Deutschland,Deutschland,Europa,1995,1990er,28,,,,831,1939,0,1939,1108,831,277
2023,12,7,TRUE,Produzenten der Froide,White Power Golden Shower,,20:34,1234,20.57,157,2.62,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,5,4,,3,2,3,4,Deutschland,Deutschland,Europa,2009,2000er,14,,,,785,628,0,471,314,471,628
2023,13,8,TRUE,Styx,Mr. Roboto,,23:11,1391,23.18,311,5.18,Englisch,Englisch,Englisch,7,5,,6,2,3,4,USA,USA,Nordamerika,1983,1980er,40,,,,2177,1555,0,1866,622,933,1244
2023,14,,FALSE,Kraftwerk feat. Baron Herzberger,Kunstmist auf der Autobahn,,28:22,1702,28.37,40,0.67,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,1974,1970er,49,,,,0,0,0,0,0,0,0
2023,15,9,TRUE,Hans-A-Plast,Lederhosentyp,,29:02,1742,29.03,120,2.00,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,7,7,,6,3,4,4,Deutschland,Deutschland,Europa,1979,1970er,44,,,,840,840,0,720,360,480,480
2023,16,10,TRUE,Christian Weiss,Penis,,31:02,1862,31.03,90,1.50,Schweizerdeutsch,Schweizerdeutsch,Deutsch und Schweizerdeutsch,4,1,,2,5,2,5,Schweiz,Schweiz,Europa,2018,2010er,5,,,,360,90,0,180,450,180,450
2023,17,,FALSE,Julia,Langsam beim Alkohol,,32:32,1952,32.53,11,0.18,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,2021,2020er,2,,,,0,0,0,0,0,0,0
2023,18,11,TRUE,Deichkind,Hört ihr die Signale,,32:43,1963,32.72,196,3.27,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,4,7,,6,7,5,4,Deutschland,Deutschland,Europa,2008,2000er,15,,,,784,1372,0,1176,1372,980,784
2023,19,12,TRUE,Madeleine Chartrand,Ani Kuni,,35:59,2159,35.98,194,3.23,Arapaho,Andere,Andere,6,3,,6,1,3,2,Kanada,Rest der Welt,Nordamerika,1972,1970er,51,,,,1164,582,0,1164,194,582,388
2023,20,13,TRUE,Kassierer feat. Arnold Schwarzenegger,Sound of Quantenmusik,,39:13,2353,39.22,88,1.47,Mehrere,Andere,Andere,3,8,,2,8,8,8,Deutschland,Deutschland,Europa,2010,2010er,13,,,,264,704,0,176,704,704,704
2023,21,14,TRUE,Screamin Jay Hawkins,Constipation Blues,,40:41,2441,40.68,247,4.12,Englisch,Englisch,Englisch,7,3,,2,6,7,7,USA,USA,Nordamerika,1969,1960er,54,,,,1729,741,0,494,1482,1729,1729
2023,22,15,TRUE,Team Scheisse,20:15,,44:48,2688,44.80,108,1.80,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,5,7,,4,6,6,4,Deutschland,Deutschland,Europa,2022,2020er,1,,,,540,756,0,432,648,648,432
2023,23,,FALSE,Butt-Head,A sentence in Spanish,,46:36,2796,46.60,7,0.12,Spanisch,Andere,Andere,,,,,,,,USA,USA,Nordamerika,1993,1990er,30,,,,0,0,0,0,0,0,0
2023,24,17,TRUE,Patent Ochsner,Freespirit,,46:43,2803,46.72,260,4.33,Englisch,Englisch,Englisch,4,5,,4,8,8,7,Schweiz,Schweiz,Europa,1997,1990er,26,,,,1040,1300,0,1040,2080,2080,1820
2023,25,18,TRUE,Fanfare Ciocarlia feat. Mister Baumann and Mister Rauber,Gummybear sniffs Senf,,51:03,3063,51.05,183,3.05,Mehrere,Andere,Andere,5,4,,7,7,5,7,Rumänien,Europa Rest,Europa,2011,2010er,12,,,,915,732,0,1281,1281,915,1281
2023,26,,FALSE,Janus Christus,Da hets na Bier drin,,54:06,3246,54.10,5,0.08,Schweizerdeutsch,Schweizerdeutsch,Deutsch und Schweizerdeutsch,,,,,,,,Schweiz,Schweiz,Europa,2022,2020er,1,,,,0,0,0,0,0,0,0
2023,27,19,TRUE,Jules-X,Dr DJ isch (Ode an Roumnizer),,54:11,3251,54.18,183,3.05,Schweizerdeutsch,Schweizerdeutsch,Deutsch und Schweizerdeutsch,4,6,,7,7,5,5,Schweiz,Schweiz,Europa,2021,2020er,2,,,,732,1098,0,1281,1281,915,915
2023,28,,FALSE,Rüdiger,Nicht so tief,,57:14,3434,57.23,40,0.67,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,2010,2010er,13,,,,0,0,0,0,0,0,0
2023,29,20,TRUE,CCCP Fideli alla Linea,Punk Islam,,57:54,3474,57.90,343,5.72,Italienisch,Andere,Andere,8,7,,4,2,5,6,Italien,Europa Rest,Europa,1984,1980er,39,,,,2744,2401,0,1372,686,1715,2058
2023,30,,FALSE,Oliver Maurmann,Ex-Hund,,63:37,3817,63.62,3,0.05,Schweizerdeutsch,Schweizerdeutsch,Deutsch und Schweizerdeutsch,,,,,,,,Schweiz,Schweiz,Europa,2015,2010er,8,,,,0,0,0,0,0,0,0
2023,31,21,TRUE,Guz,General Guz befreit Pyongyang,,63:40,3820,63.67,137,2.28,Instrumental,Instrumental,Instrumental,5,4,,5,3,2,2,Schweiz,Schweiz,Europa,2013,2010er,10,,,,685,548,0,685,411,274,274
2023,32,22,TRUE,Mehnersmoos,BIR,,65:57,3957,65.95,152,2.53,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,4,4,,6,9,6,5,Deutschland,Deutschland,Europa,2022,2020er,1,,,,608,608,0,912,1368,912,760
2023,33,,FALSE,Janus Christus,Venedig Hurensohn Intro (Auszug),,68:29,4109,68.48,14,0.23,Schweizerdeutsch,Schweizerdeutsch,Deutsch und Schweizerdeutsch,,,,,,,,Schweiz,Schweiz,Europa,2023,2020er,0,,,,0,0,0,0,0,0,0
2023,34,23,TRUE,Wesley Willis,Suck a Caribou's ass,,68:43,4123,68.72,141,2.35,Englisch,Englisch,Englisch,6,4,,4,8,7,8,USA,USA,Nordamerika,1995,1990er,28,,,,846,564,0,564,1128,987,1128
2023,35,,FALSE,Ricky from trailer Park Boys,Knock knock,,71:04,4264,71.07,6,0.10,Englisch,Englisch,Englisch,,,,,,,,Kanada,Rest der Welt,Nordamerika,2004,2000er,19,,,,0,0,0,0,0,0,0
2024,1,1,TRUE,Dire Straits,Money for Nothing (Intro),,00:00,0,0.00,96,1.60,Englisch,Englisch,Englisch,8,2,,2,2,2,3,England,England,Europa,1985,1980er,39,,,,768,192,0,192,192,192,288
2024,2,2,TRUE,The Beatles,Doin' your mom,,01:36,96,1.60,76,1.27,Englisch,Englisch,Englisch,3,2,,3,7,4,5,England,England,Europa,2022,2020er,2,,,,228,152,0,228,532,304,380
2024,3,3,TRUE,Gerhard Müller,Amore Amore am Lago Maggiore,,02:52,172,2.87,203,3.38,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,2,2,,6,7,7,5,Deutschland,Deutschland,Europa,2017,2010er,7,,,,406,406,0,1218,1421,1421,1015
2024,4,,FALSE,Didier Plaschy,Maarflu figgu,,05:32,332,5.53,198,3.30,Schweizerdeutsch,Schweizerdeutsch,Deutsch und Schweizerdeutsch,,,,,,,,Schweiz,Schweiz,Europa,2023,2020er,1,,,,,,,,,,
2024,5,4,TRUE,DAF,Der Räuber und der Prinz,,06:15,375,6.25,179,2.98,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,8,2,,4,3,5,6,Deutschland,Deutschland,Europa,1981,1980er,43,,,,1432,358,0,716,537,895,1074
2024,6,,FALSE,Carmen Goglin,Lachzigarette,,08:50,530,8.83,24,0.40,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,2022,2020er,2,,,,0,0,0,0,0,0,0
2024,7,5,TRUE,The Chats,Smoko,,09:14,554,9.23,158,2.63,Englisch,Englisch,Englisch,6,7,,4,5,5,4,Australien,Rest der Welt,Ozeanien,2017,2010er,7,,,,948,1106,0,632,790,790,632
2024,8,,FALSE,Family Guy,Müeslix pt 1,,11:52,712,11.87,19,0.32,Englisch,Englisch,Englisch,,,,,,,,USA,USA,Nordamerika,2019,2010er,5,,,,0,0,0,0,0,0,0
2024,9,6,TRUE,Schmändy,Ich muss kacken,,12:11,731,12.18,146,2.43,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,3,2,,3,9,5,7,Deutschland,Deutschland,Europa,2017,2010er,7,,,,438,292,0,438,1314,730,1022
2024,10,,FALSE,Family Guy,Müeslix pt 2,,14:37,877,14.62,4,0.07,Englisch,Englisch,Englisch,,,,,,,,USA,USA,Nordamerika,2019,2010er,5,,,,0,0,0,0,0,0,0
2024,11,7,TRUE,Multilingual Mike,Nass vom Bass,,14:41,881,14.68,141,2.35,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,3,7,,7,8,4,5,Deutschland,Deutschland,Europa,2020,2020er,4,,,,423,987,0,987,1128,564,705
2024,12,,FALSE,Eurotrip,Du wissen wo ist Berlin,,17:02,1022,17.03,9,0.15,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,USA,USA,Nordamerika,2004,2000er,20,,,,0,0,0,0,0,0,0
2024,13,8,TRUE,Brutalismus 3000,Europaträume,,17:11,1031,17.18,206,3.43,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,6,9,,7,3,7,5,Deutschland,Deutschland,Europa,2024,2020er,0,,,,1236,1854,0,1442,618,1442,1030
2024,14,9,TRUE,Mescalinum United,We have arrived,,20:37,1237,20.62,238,3.97,Instrumental,Instrumental,Instrumental,8,10,,5,2,9,3,Deutschland,Deutschland,Europa,1990,1990er,34,,,,1904,2380,0,1190,476,2142,714
2024,15,,FALSE,Wikipedia,Definition eines Skits,,24:35,1475,24.58,11,0.18,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,2024,2020er,0,,,,0,0,0,0,0,0,0
2024,16,10,TRUE,Franco Battiato,Cuccuruccucù,,24:46,1486,24.77,235,3.92,Italienisch,Andere,Andere,7,2,,6,3,5,5,Italien,Europa Rest,Europa,1981,1980er,43,,,,1645,470,0,1410,705,1175,1175
2024,17,,FALSE,Helmut Körschgen,Hunger hier (Reprise),,28:41,1721,28.68,2,0.03,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,1994,1990er,30,,,,0,0,0,0,0,0,0
2024,18,11,TRUE,Hank Häberle Jr.,Zwiebelrostbraten mit Brot,,28:43,1723,28.72,271,4.52,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,7,4,,5,6,5,8,Deutschland,Deutschland,Europa,1997,1990er,27,,,,1897,1084,0,1355,1626,1355,2168
2024,19,12,TRUE,Stefan Roos,Cervelat,,33:14,1994,33.23,70,1.17,Schweizerdeutsch,Schweizerdeutsch,Deutsch und Schweizerdeutsch,1,3,,6,9,6,2,Schweiz,Schweiz,Europa,2016,2010er,8,,,,70,210,0,420,630,420,140
2024,20,,FALSE,Olaf Schubert,Mit Senf du Vogel,,34:24,2064,34.40,5,0.08,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,2024,2020er,0,,,,0,0,0,0,0,0,0
2024,21,13,TRUE,The Shaggs,Philosophy of the world,,34:29,2069,34.48,167,2.78,Englisch,Englisch,Englisch,8,3,,1,4,9,8,USA,USA,Nordamerika,1969,1960er,55,,,,1336,501,0,167,668,1503,1336
2024,22,14,TRUE,Knöppel,Erwachse,,37:16,2236,37.27,91,1.52,Schweizerdeutsch,Schweizerdeutsch,Deutsch und Schweizerdeutsch,4,1,,1,9,6,6,Schweiz,Schweiz,Europa,2023,2020er,1,,,,364,91,0,91,819,546,546
2024,23,,FALSE,"DJ Schwan, der Onkel",HHH (Intro),,38:47,2327,38.78,28,0.47,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,2017,2010er,7,,,,0,0,0,0,0,0,0
2024,24,15,TRUE,viko63,Sauf Sport Balance,,39:15,2355,39.25,132,2.20,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,3,3,,5,8,5,4,Deutschland,Deutschland,Europa,2021,2020er,3,,,,396,396,0,660,1056,660,528
2024,25,,FALSE,257er feat. Mehnersmoos,Alkonüme Hühner (Intro),,41:27,2487,41.45,19,0.32,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,2020,2020er,4,,,,0,0,0,0,0,0,0
2024,26,16,TRUE,Mehnersmoos,Bier her,,41:46,2506,41.77,156,2.60,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,4,6,,6,9,6,5,Deutschland,Deutschland,Europa,2021,2020er,3,,,,624,936,0,936,1404,936,780
2024,27,,FALSE,Traumfrau,Rum mit Tee,,44:22,2662,44.37,9,0.15,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,1969,1960er,55,,,,0,0,0,0,0,0,0
2024,28,17,TRUE,F.B.I.,Freibier,,44:31,2671,44.52,223,3.72,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,2,6,,6,7,5,2,Deutschland,Deutschland,Europa,2000,2000er,24,,,,446,1338,0,1338,1561,1115,446
2024,29,18,TRUE,Boomhauer,Rap God,,48:14,2894,48.23,25,0.42,Englisch,Englisch,Englisch,4,4,,3,6,4,6,USA,USA,Nordamerika,2023,2020er,1,,,,100,100,0,75,150,100,150
2024,30,19,TRUE,Cybotron,Clear,,48:39,2919,48.65,130,2.17,Englisch,Englisch,Englisch,9,5,,7,1,4,4,USA,USA,Nordamerika,1983,1980er,41,,,,1170,650,0,910,130,520,520
2024,31,20,TRUE,Mr. Fingers,Can you feel it,,50:49,3049,50.82,90,1.50,Instrumental,Instrumental,Instrumental,9,4,,8,1,2,1,USA,USA,Nordamerika,1986,1980er,38,,,,810,360,0,720,90,180,90
2024,32,21,TRUE,Derrick May,Strings of life,,52:19,3139,52.32,86,1.43,Instrumental,Instrumental,Instrumental,9,6,,8,1,3,1,USA,USA,Nordamerika,1987,1980er,37,,,,774,516,0,688,86,258,86
2024,33,22,TRUE,808 state,Flow coma,,53:45,3225,53.75,152,2.53,Instrumental,Instrumental,Instrumental,9,6,,5,1,5,3,England,England,Europa,1988,1980er,36,,,,1368,912,0,760,152,760,456
2024,34,23,TRUE,Can-D-Music,Navigator,,56:17,3377,56.28,260,4.33,Instrumental,Instrumental,Instrumental,6,7,,9,1,5,2,Deutschland,Deutschland,Europa,1999,1990er,25,,,,1560,1820,0,2340,260,1300,520
2024,35,,FALSE,Schwabe,ACAB,,60:37,3637,60.62,28,0.47,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,2016,2010er,8,,,,0,0,0,0,0,0,0
2024,36,24,TRUE,Nathalie Froehlich,Tout le monde,,61:05,3665,61.08,212,3.53,Französisch,Andere,Andere,6,8,,6,6,7,5,Schweiz,Schweiz,Europa,2022,2020er,2,,,,1272,1696,0,1272,1272,1484,1060
2024,37,,FALSE,Kinderlieder zum Mitsingen,Wo ist denn der Mittelfinger,,64:37,3877,64.62,16,0.27,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,2016,2010er,8,,,,0,0,0,0,0,0,0
2024,38,25,TRUE,OPNRCDKMT feat. Suno AI,Bingo Bier,,64:53,3893,64.88,117,1.95,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,2,2,,3,10,3,5,Schweiz,Schweiz,Europa,2024,2020er,0,,,,234,234,0,351,1170,351,585
2024,39,26,TRUE,Charlie Day,Spider Song,,66:50,4010,66.83,79,1.32,Englisch,Englisch,Englisch,4,2,,2,7,4,5,USA,USA,Nordamerika,2013,2010er,11,,,,316,158,0,158,553,316,395
2024,40,27,TRUE,Dire Straits,Money for Nothing,,68:09,4089,68.15,384,6.40,Englisch,Englisch,Englisch,8,5,,6,2,2,2,England,England,Europa,1985,1980er,39,,,,3072,1920,0,2304,768,768,768
2025,1,,FALSE,Carmen Twillie and Lebo M,Circle of life (Intro),,00:00,0,0.00,27,0.45,Zulu,Andere,Andere,,,,,,,,Südafrika,Rest der Welt,Afrika,1994,1990er,31,,,,0,0,0,0,0,0,0
2025,2,,FALSE,Peter Ludolf,Je älter man wird desto weicher wird die Nudel,,00:27,27,0.45,23,0.38,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,2008,2000er,17,,,,0,0,0,0,0,0,0
2025,3,,FALSE,Ole ohne Kohle,Du kannst mir die Nudel putzen (Intro),,00:50,50,0.83,13,0.22,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,2018,2010er,7,,,,0,0,0,0,0,0,0
2025,4,1,TRUE,Los Saicos,Demolicion,,01:03,63,1.05,141,2.35,Spanisch,Andere,Andere,9,7,,5,2,4,4,Peru,Rest der Welt,Südamerika,1964,1960er,61,,,,1269,987,0,705,282,564,564
2025,5,2,TRUE,Bummelkasten,Christi Männertag,,03:24,204,3.40,132,2.20,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,6,2,,3,3,5,5,Deutschland,Deutschland,Europa,2013,2010er,12,,,x,792,264,0,396,396,660,660
2025,6,3,TRUE,HARRY,NUDELN (Die Ludolfs),,05:36,336,5.60,109,1.82,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,2,3,,4,8,4,5,Deutschland,Deutschland,Europa,2023,2020er,2,,,,218,327,0,436,872,436,545
2025,7,4,TRUE,Kyogen Qaballah,Cockroach Eater,,07:25,445,7.42,345,5.75,Japanisch,Andere,Andere,7,2,,3,5,7,7,Japan,Rest der Welt,Asien,2014,2010er,11,,,,2415,690,0,1035,1725,2415,2415
2025,8,5,TRUE,Der traurige Gärtner,Der Flöten Florian,,13:10,790,13.17,126,2.10,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,4,6,,6,8,6,6,Deutschland,Deutschland,Europa,2022,2020er,3,,,,504,756,0,756,1008,756,756
2025,9,,FALSE,Janus Christus,CLANX (Intro),,15:16,916,15.27,12,0.20,Schweizerdeutsch,Schweizerdeutsch,Deutsch und Schweizerdeutsch,,,,,,,,Schweiz,Schweiz,Europa,2021,2020er,4,,,,0,0,0,0,0,0,0
2025,10,6,TRUE,Mehnersmoos,Hurensohn,,15:28,928,15.47,147,2.45,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,5,4,,3,7,5,5,Deutschland,Deutschland,Europa,2022,2020er,3,,,,735,588,0,441,1029,735,735
2025,11,,FALSE,Hank Hill,So are you Chinese or Japanese,,17:55,1075,17.92,25,0.42,Englisch,Englisch,Englisch,,,,,,,,USA,USA,Nordamerika,1997,1990er,28,,,,0,0,0,0,0,0,0
2025,12,7,TRUE,Anime Allstars,Sag das Zauberwort (Sailor Moon),,18:20,1100,18.33,230,3.83,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,2,4,,6,3,4,1,Deutschland,Deutschland,Europa,1995,1990er,30,,,,460,920,0,1380,690,920,230
2025,13,,FALSE,Manfred und Uwe Ludolf,Es gibt schon wieder Nudeln,,22:10,1330,22.17,6,0.10,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,2008,2000er,17,,,,0,0,0,0,0,0,0
2025,14,8,TRUE,INFOTZRICO,Regentanz,,22:16,1336,22.27,114,1.90,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,7,1,,2,7,6,8,Deutschland,Deutschland,Europa,2017,2010er,8,,,,798,114,0,228,798,684,912
2025,15,,FALSE,Familiy Guy,Never have I ever,,24:10,1450,24.17,9,0.15,Englisch,Englisch,Englisch,,,,,,,,USA,USA,Nordamerika,2005,2000er,20,,,,0,0,0,0,0,0,0
2025,16,9,TRUE,Nick Kamen,I promised myself,,24:19,1459,24.32,217,3.62,Englisch,Englisch,Englisch,4,2,,6,2,2,1,England,England,Europa,1990,1990er,35,,,,868,434,0,1302,434,434,217
2025,17,10,TRUE,Tim & Puma Mimi,Yorime No Lotti (Ds Lotti schilet),,27:56,1676,27.93,143,2.38,Japanisch,Andere,Andere,5,3,,5,2,2,3,Schweiz,Schweiz,Europa,2017,2010er,8,,,,715,429,0,715,286,286,429
2025,18,,FALSE,Barney Gumble feat. unnamed Japanese conceptual Artist,Number 8,,30:19,1819,30.32,9,0.15,Englisch,Englisch,Englisch,,,,,,,,USA,USA,Nordamerika,1993,1990er,32,,,,0,0,0,0,0,0,0
2025,19,11,TRUE,Los Prisioneros,Quieren Dinero,,30:28,1828,30.47,291,4.85,Spanisch,Andere,Andere,6,5,,6,1,2,1,Chile,Rest der Welt,Südamerika,1986,1980er,39,,,,1746,1455,0,1746,291,582,291
2025,20,,FALSE,Rüedu,Früecher isch aus besser gsi,,35:19,2119,35.32,10,0.17,Schweizerdeutsch,Schweizerdeutsch,Deutsch und Schweizerdeutsch,,,,,,,,Schweiz,Schweiz,Europa,2017,2010er,8,,,,0,0,0,0,0,0,0
2025,21,12,TRUE,Mittel alta,Ficket euch,,35:29,2129,35.48,139,2.32,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,4,5,,4,8,6,6,Deutschland,Deutschland,Europa,2023,2020er,2,,,,556,695,0,556,1112,834,834
2025,22,,FALSE,Ballermann 6,Ein Leben ohne Alkohol (Teil 1),,37:48,2268,37.80,6,0.10,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,1997,1990er,28,,,,0,0,0,0,0,0,0
2025,23,13,TRUE,Jule X & Lil Bruzy,Zistig,,37:54,2274,37.90,121,2.02,Schweizerdeutsch,Schweizerdeutsch,Deutsch und Schweizerdeutsch,3,6,,5,8,3,4,Schweiz,Schweiz,Europa,2023,2020er,2,,,?,363,726,0,605,968,363,484
2025,24,,FALSE,Ballermann 6,Ein Leben ohne Alkohol (Teil 2),,39:55,2395,39.92,14,0.23,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,1997,1990er,28,,,,0,0,0,0,0,0,0
2025,25,14,TRUE,Wirtshausfranz,Saufa Saufa Saufa,,40:09,2409,40.15,121,2.02,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,2,6,,4,10,7,5,Deutschland,Deutschland,Europa,2020,2020er,5,,,?,242,726,0,484,1210,847,605
2025,26,15,TRUE,Red Hot Chilli Peppers,Sikamikanico,,42:10,2530,42.17,201,3.35,Englisch,Englisch,Englisch,6,7,,6,4,3,5,USA,USA,Nordamerika,1992,1990er,33,,,,1206,1407,0,1206,804,603,1005
2025,27,,FALSE,Peter Ludolf,Nudel Nudel Nudel,,45:31,2731,45.52,8,0.13,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,2008,2000er,17,,,,0,0,0,0,0,0,0
2025,28,16,TRUE,Nadja Maleh,Schwimmnudel,,45:39,2739,45.65,168,2.80,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,2,4,,5,8,8,4,Österreich,Europa Rest,Europa,2023,2020er,2,,,,336,672,0,840,1344,1344,672
2025,29,17,TRUE,Austrian Death Machine,"It's simple, if it jiggles it's fat",,48:27,2907,48.45,97,1.62,Englisch,Englisch,Englisch,3,9,,3,6,6,4,Österreich,Europa Rest,Europa,2009,2000er,16,,,,291,873,0,291,582,582,388
2025,30,18,TRUE,Studio 404 feat. Fanfare Ciocarlia,Erfindung des OPNR (Doina),,50:04,3004,50.07,155,2.58,Schweizerdeutsch,Schweizerdeutsch,Deutsch und Schweizerdeutsch,5,2,,1,5,2,4,Rumänien,Europa Rest,Europa,2001,2000er,24,,,,775,310,0,155,775,310,620
2025,31,19,TRUE,3 steps ahead,Drop it,,52:39,3159,52.65,224,3.73,Englisch,Englisch,Englisch,3,8,,8,3,4,2,Holland,Europa Rest,Europa,1996,1990er,29,,,,672,1792,0,1792,672,896,448
2025,32,,FALSE,Little Britain,Du wolle Wixe,,56:23,3383,56.38,1,0.02,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,England,England,Europa,2005,2000er,20,,,,0,0,0,0,0,0,0
2025,33,20,TRUE,Holger Hiller,Hosen die nicht aneinander passen,,56:24,3384,56.40,64,1.07,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,7,1,,1,5,8,8,Deutschland,Deutschland,Europa,1984,1980er,41,,,,448,64,0,64,320,512,512
2025,34,,FALSE,Dyse,Der Rand ist hoch (Intro),,57:28,3448,57.47,50,0.83,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,2024,2020er,1,,,,0,0,0,0,0,0,0
2025,35,21,TRUE,MC Kitinho,Beat do Megatron,,58:18,3498,58.30,170,2.83,Portugiesisch,Andere,Andere,3,5,,3,8,9,3,Brasilien,Rest der Welt,Südamerika,2018,2010er,7,,,,510,850,0,510,1360,1530,510
2025,36,22,TRUE,The Ink Spots,I don't want to set the world on fire,,61:08,3668,61.13,179,2.98,Englisch,Englisch,Englisch,6,1,,2,1,2,2,USA,USA,Nordamerika,1941,1950er und früher,84,,,,1074,179,0,358,179,358,358
2025,37,,FALSE,Janus Christus,Good ending outro (Auszüge),,64:07,3847,64.12,42,0.70,Schweizerdeutsch,Schweizerdeutsch,Deutsch und Schweizerdeutsch,,,,,,,,Schweiz,Schweiz,Europa,2024,2020er,1,,,,0,0,0,0,0,0,0
2025,38,,FALSE,Carmen Twillie and Lebo M,Circle of life (Reprise),,64:49,3889,64.82,11,0.18,Zulu,Andere,Andere,,,,,,,,Südafrika,Rest der Welt,Afrika,1994,1990er,31,,,,0,0,0,0,0,0,0
2025,39,23,TRUE,Clowncore,Hell,,65:00,3900,65.00,81,1.35,Englisch,Englisch,Englisch,7,8,,2,6,10,8,USA,USA,Nordamerika,2018,2010er,7,,,,567,648,0,162,486,810,648
2025,40,24,TRUE,Janus Christus,Griechischi Pita,,66:21,3981,66.35,225,3.75,Schweizerdeutsch,Schweizerdeutsch,Deutsch und Schweizerdeutsch,6,5,,3,7,4,5,Schweiz,Schweiz,Europa,2023,2020er,2,,,,1350,1125,0,675,1575,900,1125
2025,41,,FALSE,Schorsch Kamerun,Warum wollten Sie kein Teil der Gesellschaft sein?,,70:06,4206,70.10,27,0.45,Deutsch,Deutsch,Deutsch und Schweizerdeutsch,,,,,,,,Deutschland,Deutschland,Europa,2016,2010er,9,,,,0,0,0,0,0,0,0
